R_fighter,B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Winner
Robbie Lawler,Rafael Dos Anjos,0,2,0,59,702.7826087,3,0,0,9,4,3,0,16,Southpaw,172.72,177.8,170,0,1,0,52,763.1111111,5,0,3,4,6,0,0,13,Southpaw,180.34,187.96,170,33,35,1
Ricardo Lamas,Josh Emmett,0,1,0,12,900,0,0,1,2,0,0,0,3,Orthodox,167.64,177.8,145,0,2,0,27,611.5833333,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,32,35,1
Santiago Ponzinibbio,Mike Perry,0,2,0,10,488.4,0,0,0,0,4,0,0,4,Orthodox,177.8,180.34,170,0,5,0,18,529.8888889,0,0,0,3,4,0,0,7,Orthodox,182.88,185.42,170,26,31,0
Glover Teixeira,Misha Cirkunov,1,0,0,8,332.2,0,0,0,0,1,3,0,4,Orthodox,190.5,195.58,205,1,0,0,31,599.6923077,1,0,0,2,3,3,1,9,Orthodox,187.96,193.04,205,30,38,0
Ja0 Cannonier,Jan Blachowicz,0,1,0,18,728.5714286,0,0,0,1,1,1,0,3,Orthodox,187.96,198.12,205,0,1,0,11,573.8,0,0,0,1,2,0,0,3,Switch,180.34,195.58,185,34,33,1
Julian Marquez,Darren Stewart,3,0,0,5,405,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,185,26,27,0
Chad Laprise,Galore Bofando,0,1,0,1,130,0,0,0,0,1,0,0,1,Switch,180.34,182.88,170,0,2,0,17,649.4285714,1,0,1,2,2,0,0,5,Orthodox,177.8,180.34,170,35,31,0
Nordine Taleb,Danny Roberts,0,1,0,9,621.25,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,170,0,1,0,19,777.8571429,0,0,1,3,1,0,0,5,Orthodox,185.42,187.96,170,30,36,0
John Makdessi,Abel Trujillo,1,0,0,21,529.1,0,0,0,1,3,1,0,6,Orthodox,172.72,177.8,155,1,0,0,30,635.6153846,0,0,1,3,3,0,0,7,Orthodox,172.72,172.72,155,34,32,0
Alessio Di Chirico,Oluwale Bamgbose,2,0,0,7,369.5,0,0,0,0,1,0,0,1,Switch,180.34,198.12,185,1,0,0,7,644.6666667,0,0,1,0,0,0,0,1,Orthodox,182.88,187.96,185,30,28,0
Jordan Mein,Erick Silva,1,0,0,25,390.3571429,0,0,0,0,2,5,0,7,Orthodox,182.88,187.96,170,3,0,0,15,536.1428571,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,33,28,0
Cub Swanson,Brian Ortega,0,4,0,13,661,0,0,0,0,2,2,0,4,Switch,172.72,175.26,145,0,4,0,40,866.9230769,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,26,34,1
Jason Knight,Gabriel Benitez,1,0,0,12,600.6,0,0,0,1,0,2,0,3,Southpaw,172.72,180.34,145,1,0,0,15,695.6666667,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,29,25,1
Marlon Moraes,Aljamain Sterling,0,2,0,23,827.375,0,0,0,3,1,2,0,6,Orthodox,170.18,180.34,135,0,1,0,6,900,0,0,1,0,0,0,0,1,Orthodox,167.64,170.18,135,28,29,0
Scott Holtzman,Darrell Horcher,0,1,0,5,709,0,0,1,0,0,0,0,1,Southpaw,177.8,177.8,155,0,1,0,15,872,0,0,0,2,0,1,0,3,Orthodox,175.26,175.26,155,30,34,0
Eryk Anders,Markus Perez,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,0,1,0,1,174,0,0,0,0,1,0,0,1,Southpaw,185.42,190.5,185,29,30,0
Albert Morales,Benito Lopez,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,177.8,185.42,135,1,0,0,11,774.25,0,0,1,0,0,0,0,1,Orthodox,175.26,182.88,135,23,26,1
Alexis Davis,Liz Carmouche,0,2,0,15,737.6666667,1,0,1,1,1,0,0,3,Orthodox,167.64,167.64,125,0,1,0,17,653.5714286,1,0,1,3,0,1,0,5,Orthodox,167.64,172.72,125,33,33,0
Luke Sanders,Andre Soukhamthath,2,0,0,6,900,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,1,0,0,3,355.5,0,0,0,0,0,1,0,1,Southpaw,167.64,170.18,135,29,31,1
Carls John De Tomas,Alex Perez,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,165.1,180.34,125,25,21,1
Frankie Saenz,Merab Dvalishvili,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,3,0,0,18,869,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135,26,37,0
Alejandro Perez,Iuri Alcantara,1,0,0,34,608.4666667,0,0,1,4,2,2,0,9,Southpaw,175.26,180.34,135,0,1,0,13,588.8333333,1,0,1,1,2,0,0,4,Orthodox,167.64,170.18,135,37,28,0
Chris Gruetzemacher,Davi Ramos,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,155,1,0,0,5,660.5,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,155,31,31,1
Antonio Braga Neto,Trevin Giles,0,1,0,2,474,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,185,1,0,0,4,506,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,25,30,1
Max Holloway,Jose Aldo,1,0,0,39,1118.5,10,0,0,6,2,0,0,8,Orthodox,170.18,177.8,145,0,11,0,43,709.1764706,2,0,1,4,7,2,0,14,Orthodox,180.34,175.26,155,31,25,0
Alistair Overeem,Francis Ngannou,0,5,0,7,275.2,0,0,0,0,3,1,1,5,Orthodox,193.04,210.82,250,0,2,0,24,503.0833333,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,31,37,1
Henry Cejudo,Sergio Pettis,0,4,0,28,908.1111111,0,0,0,7,0,0,0,7,Orthodox,167.64,175.26,135,0,1,0,18,713.4285714,1,0,1,3,1,0,0,5,Orthodox,162.56,162.56,135,24,30,0
Eddie Alvarez,Justin Gaethje,0,1,0,2,588,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,2,0,0,14,659.1666667,2,0,2,0,1,0,0,3,Orthodox,175.26,175.26,155,29,33,0
Tecia Torres,Michelle Waterson,1,0,0,6,475.3333333,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,0,2,0,17,808.8333333,0,0,0,4,0,1,0,5,Orthodox,154.94,152.4,115,31,28,0
Charles Oliveira,Paul Felder,0,2,0,22,681.2222222,0,0,1,1,3,1,0,6,Orthodox,180.34,177.8,155,0,1,0,34,422.0555556,0,0,0,1,0,9,0,10,Orthodox,177.8,187.96,155,33,28,1
Alex Oliveira,Yancy Medeiros,0,2,0,17,393.6,0,0,1,0,1,3,0,5,Orthodox,177.8,190.5,155,0,2,0,22,552,0,0,0,2,3,2,0,7,Orthodox,180.34,193.04,170,30,29,1
David Teymur,Drakkar Klose,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,155,0,3,0,7,557,0,0,0,1,2,0,0,3,Southpaw,175.26,185.42,155,29,28,0
Felice Herrig,Cortney Casey,0,1,0,14,671.6666667,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,0,3,0,12,660.8,0,0,0,2,0,2,0,4,Orthodox,162.56,165.1,115,30,33,0
Amanda Cooper,Angela Magana,2,0,0,6,829,0,0,0,0,0,0,0,0,,154.94,165.1,115,1,0,0,5,440.6666667,1,0,0,1,0,0,0,1,Switch,160.02,162.56,115,34,26,0
Sabah Homasi,Abdul Razak Alhassan,1,0,0,4,476.5,0,0,0,0,1,0,0,1,Orthodox,177.8,185.42,170,1,0,0,2,476,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,32,29,1
Jeremy Kimball,Dominick Reyes,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,1,0,2,114,0,0,0,0,1,0,0,1,Switch,182.88,182.88,205,27,26,1
Justin Willis,Allen Crowder,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,245,0,1,0,3,900,0,0,0,1,0,0,0,1,Southpaw,185.42,198.12,264,28,30,0
Nicco Montano,Roxanne Modafferi,1,0,0,3,900,0,0,0,0,0,0,0,0,,170.18,175.26,125,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,35,28,0
Sean O'Malley,Terrion Ware,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,180.34,182.88,135,31,23,0
Barb Honchak,Lauren Murphy,1,0,0,12,898.75,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,125,0,0,0,0,,0,0,0,0,0,0,0,0,,162.56,165.1,125,34,38,1
Eric Spicely,Gerald Meerschaert,1,0,0,4,256.6666667,0,0,0,0,0,2,0,2,Southpaw,185.42,195.58,185,0,2,0,3,158.3333333,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,29,31,1
Joe Soto,Brett Johns,0,2,0,6,900,0,0,0,2,0,0,0,2,Orthodox,170.18,180.34,135,0,3,0,16,692.1666667,1,0,0,1,0,2,0,3,Orthodox,167.64,165.1,135,25,30,1
Christina Marks,Montana De La Rosa,0,0,0,0,,0,0,0,0,0,0,0,0,,170.18,172.72,125,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,22,32,1
Andrew Sanchez,Ryan Janes,2,0,0,7,631.3333333,0,0,0,1,0,0,0,1,Orthodox,190.5,193.04,185,1,0,0,9,877.3333333,1,0,0,2,0,0,0,2,Orthodox,185.42,187.96,185,36,29,1
Karine Gevorgyan,Rachael Ostovich,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,125,0,0,0,0,,0,0,0,0,0,0,0,0,,162.56,160.02,125,26,28,1
Ariel Beck,Shana Dobson,0,0,0,0,,0,0,0,0,0,0,0,0,,167.64,175.26,125,0,0,0,0,,0,0,0,0,0,0,0,0,,167.64,167.64,125,28,27,1
Gillian Robertson,Emily Whitmire,0,0,0,0,,0,0,0,0,0,0,0,0,,165.1,160.02,115,0,0,0,0,,0,0,0,0,0,0,0,0,,165.1,160.02,125,26,22,0
Michael Bisping,Kelvin Gastelum,2,0,0,31,737.8333333,1,0,2,2,2,2,0,8,Southpaw,175.26,180.34,185,1,0,0,78,777.9642857,4,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,26,38,1
Li Jingliang,Zak Ottow,0,1,0,9,900,0,0,2,0,0,0,0,2,Orthodox,180.34,182.88,170,0,2,0,13,562.1666667,0,0,1,0,3,0,0,4,Orthodox,182.88,180.34,170,30,29,0
Wang Guan,Alex Caceres,0,1,0,45,735.7058824,0,0,2,3,0,2,1,8,Southpaw,177.8,185.42,145,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,145,29,31,0
Muslim Salikhov,Alex Garcia,1,0,0,17,674.5714286,0,0,1,1,2,0,0,4,Orthodox,175.26,182.88,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,30,33,1
Zabit Magomedsharipov,Sheymon Moraes,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,1,0,2,562,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,145,27,26,0
Song Kenan,Bobby Nash,2,0,0,4,562,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,27,27,0
Kailin Curran,Yan Xiaonan,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,3,0,0,15,673.5,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115,28,26,1
Song Yadong,Bharat Kandare,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,135,30,19,0
Chase Sherman,Shamil Abdurakhimov,1,0,0,11,804.75,0,0,1,1,0,0,0,2,Orthodox,190.5,193.04,235,0,2,0,10,694.25,0,0,0,1,1,0,0,2,Orthodox,193.04,198.12,250,36,28,1
Wu Yanan,Gina Mazany,1,0,0,1,74,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,29,21,1
Wuliji Buren,Rolando Dy,2,0,0,5,750,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,27,28,1
Cyril Asker,Hu Yaozong,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,1,0,0,3,143,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,247,22,31,0
Fabricio Werdum,Marcin Tybura,0,3,0,11,744.75,0,0,0,1,2,0,0,3,Orthodox,190.5,198.12,249,0,1,0,31,575.4285714,3,0,0,3,4,3,0,10,Orthodox,193.04,195.58,231,32,40,0
Bec Rawlings,Jessica-Rose Clark,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,2,0,0,12,653.2,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,29,28,1
Tim Means,Belal Muhammad,0,2,0,13,727.6,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,170,0,1,0,34,605.0666667,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,29,33,1
Jake Matthews,Bojan Velickovic,1,0,0,15,895.4,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,170,2,0,0,15,590.2857143,0,0,0,0,0,3,1,4,Orthodox,180.34,185.42,170,28,23,0
Elias Theodorou,Daniel Kelly,1,0,0,18,586,0,0,1,3,1,1,0,6,Southpaw,182.88,177.8,185,1,0,0,19,804,1,0,0,3,2,0,0,5,Orthodox,185.42,190.5,185,40,29,0
Alexander Volkanovski,Shane Young,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,2,0,5,663,0,0,0,1,1,0,0,2,Orthodox,167.64,180.34,145,24,29,0
Ryan Benoit,Ashkan Mokhtarian,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,167.64,170.18,125,1,0,0,11,584,0,0,1,0,1,0,0,2,Orthodox,165.1,172.72,125,32,28,0
Nik Lentz,Will Brooks,2,0,0,7,620,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,1,0,0,49,778,0,0,2,6,2,1,0,11,Orthodox,172.72,172.72,155,31,33,0
Rashad Coulter,Tai Tuivasa,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,264,1,0,0,2,516,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,24,35,1
Damien Brown,Frank Camacho,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,1,0,0,8,541,0,0,1,0,1,0,0,2,Orthodox,177.8,172.72,155,28,32,1
Alex Chambers,Nadia Kassem,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,165.1,167.64,125,1,0,0,7,583,0,0,0,0,0,1,0,1,,160.02,160.02,115,22,39,1
Jenel Lausa,Eric Shelton,2,0,0,6,900,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,1,0,0,6,900,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,26,29,1
Anthony Hamilton,Adam Wieczorek,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,195.58,205.74,250,3,0,0,14,319.2222222,0,0,0,1,2,0,0,3,Orthodox,195.58,193.04,260,25,37,1
Dustin Poirier,Anthony Pettis,0,1,0,31,710.75,4,0,1,1,2,3,0,7,Orthodox,177.8,182.88,170,1,0,0,36,508.4444444,0,1,0,4,5,3,0,13,Southpaw,175.26,182.88,155,30,28,0
Matt Brown,Diego Sanchez,1,0,0,69,752.3461538,2,0,3,8,5,0,0,16,Southpaw,177.8,182.88,170,3,0,0,53,562,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170,35,36,0
Junior Albini,Andrei Arlovski,5,0,0,44,438.826087,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240,0,1,0,1,171,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,38,26,1
Nate Marquardt,Cezar Ferreira,1,0,0,24,581.1818182,1,0,1,4,0,2,0,7,Southpaw,185.42,198.12,185,2,0,0,51,560.625,1,0,0,4,6,3,0,13,Orthodox,182.88,187.96,185,32,38,1
Raphael Assuncao,Matthew Lopez,0,2,0,7,645.3333333,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,0,2,0,29,735.2727273,0,0,3,4,1,1,0,9,Orthodox,165.1,167.64,135,30,35,0
Joe Lauzon,Clay Guida,0,1,0,65,752.125,0,0,3,5,1,4,0,13,Orthodox,170.18,177.8,155,1,0,0,49,500.875,0,0,1,1,4,7,1,14,Orthodox,177.8,180.34,155,35,33,1
John Dodson,Marlon Moraes,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,0,1,0,31,798.0909091,3,0,0,3,4,0,1,8,Orthodox,160.02,167.64,135,29,33,1
Tatiana Suarez,Viviane Pereira,0,2,0,6,900,0,0,1,1,0,0,0,2,Orthodox,154.94,160.02,115,0,1,0,1,223,1,0,0,0,0,1,0,1,,165.1,167.64,115,24,26,0
Sage Northcutt,Michel Quinones,1,0,0,2,564,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,1,0,0,10,436.8,0,0,0,1,1,1,0,3,Orthodox,182.88,180.34,170,32,21,0
Angela Hill,Nina Ansaroff,0,1,0,9,873,0,0,0,0,0,1,0,1,Orthodox,165.1,162.56,115,0,1,0,13,753.4,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,31,32,1
Court McGee,Sean Strickland,1,0,0,19,805.4285714,0,0,2,1,1,1,0,5,Orthodox,185.42,193.04,170,1,0,0,33,796.4166667,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,26,32,1
Jake Collier,Marcel Fortuna,1,0,0,4,545,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,205,1,0,0,11,575,0,0,1,0,1,0,0,2,Orthodox,190.5,198.12,205,32,29,0
Darren Stewart,Karl Roberson,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,2,0,0,4,497,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,27,26,1
Michael Bisping,Georges St-Pierre,0,12,0,68,937.7142857,14,0,2,10,5,2,0,19,Orthodox,180.34,193.04,185,0,5,0,75,774.8148148,3,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,36,38,1
Cody Garbrandt,TJ Dillashaw,0,2,0,39,805.8461538,5,0,0,4,5,1,0,10,Orthodox,167.64,170.18,125,0,6,0,14,628.1666667,1,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,31,26,1
Joanna Jedrzejczyk,Rose Namajunas,0,1,0,17,744.1666667,1,0,0,1,0,3,0,4,Orthodox,165.1,165.1,115,0,8,0,31,1152.375,6,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,25,30,1
Stephen Thompson,Jorge Masvidal,1,0,0,38,790.4285714,0,0,0,5,3,1,0,9,Orthodox,180.34,187.96,170,2,0,0,30,776.6363636,2,0,0,3,5,0,0,8,Orthodox,182.88,190.5,170,32,34,0
Johny Hendricks,Paulo Costa,0,2,0,3,221.5,0,0,0,0,2,0,0,2,,185.42,182.88,185,1,0,0,54,728.95,3,1,2,5,5,0,0,13,Southpaw,175.26,175.26,185,26,34,1
James Vick,Joe Duffy,0,2,0,9,423.4,0,0,0,1,1,2,0,4,Orthodox,177.8,185.42,155,0,2,0,16,514.375,0,0,0,3,1,3,0,7,Orthodox,190.5,193.04,155,29,30,0
Walt Harris,Mark Godbeer,0,1,0,4,518,0,0,0,1,0,0,0,1,Orthodox,193.04,195.58,240,1,0,0,14,412.75,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,33,34,1
Ovince Saint Preux,Corey Anderson,1,0,0,22,673.3333333,1,0,0,4,2,0,0,6,Orthodox,190.5,200.66,205,0,2,0,33,585.4285714,1,1,0,1,4,3,0,9,Southpaw,190.5,203.2,205,28,34,0
Randy Brown,Mickey Gall,0,3,0,4,193,0,0,0,0,0,3,0,3,Switch,187.96,187.96,170,1,0,0,13,650.8,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,170,25,27,0
Aleksei Oleinik,Curtis Blaydes,0,1,0,9,570.25,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,0,2,0,8,388,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,26,40,1
Aiemann Zahabi,Ricardo Ramos,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,135,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,22,29,1
Derek Brunson,Lyoto Machida,2,0,0,55,720.7142857,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,0,1,0,19,391.6363636,0,0,0,2,5,1,0,8,Southpaw,185.42,195.58,185,39,33,0
Demian Maia,Colby Covington,0,4,0,20,659.25,0,0,0,3,2,2,0,7,Orthodox,180.34,182.88,170,1,0,0,70,739.7692308,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,29,39,1
Pedro Munhoz,Rob Font,0,2,0,9,479,0,0,0,0,3,1,0,4,Orthodox,172.72,180.34,135,0,3,0,14,492.7142857,0,0,0,1,1,2,0,4,Orthodox,167.64,165.1,135,30,31,0
Francisco Trinaldo,Jim Miller,2,0,0,65,661.962963,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,155,1,0,0,36,665.9333333,0,0,1,5,2,2,1,11,Southpaw,175.26,177.8,155,34,39,0
Thiago Santos,Jack Hermansson,0,2,0,7,420.25,0,0,0,1,2,0,0,3,Orthodox,185.42,195.58,185,0,2,0,17,325.3636364,0,0,0,1,6,0,0,7,Orthodox,187.96,193.04,205,29,33,0
John Lineker,Marlon Vera,0,3,0,15,683.8333333,0,0,0,1,1,2,0,4,Switch,172.72,177.8,135,1,0,0,32,667.4615385,0,0,1,3,5,1,0,10,Orthodox,160.02,170.18,135,24,27,0
Vicente Luque,Niko Price,0,1,0,4,324.6666667,0,0,0,0,1,1,0,2,Orthodox,182.88,193.04,170,1,0,0,11,434,0,0,0,0,2,2,0,4,Orthodox,180.34,190.5,170,28,25,0
Antonio Carlos Junior,Jack Marshman,0,1,0,7,620.3333333,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,2,0,19,738.5714286,1,0,0,2,0,2,0,4,Orthodox,187.96,200.66,185,27,27,0
Hacran Dias,Ja0 Gordon,0,1,0,2,564,0,0,0,0,1,0,0,1,Orthodox,175.26,172.72,155,2,0,0,21,900,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,29,33,1
Elizeu Zaleski dos Santos,Max Griffin,0,1,0,4,396,0,0,0,0,1,0,0,1,Orthodox,180.34,193.04,170,0,3,0,12,870.75,0,0,1,1,1,0,0,3,Orthodox,180.34,185.42,170,31,30,0
Deiveson Figuei0o,Jar0 Brooks,0,1,0,3,900,0,0,1,0,0,0,0,1,Switch,160.02,157.48,125,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,24,29,0
Marcelo Golm,Christian Colombo,2,0,0,6,816,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,249,37,25,0
Donald Cerrone,Darren Till,0,2,0,11,774.25,0,0,0,2,1,0,0,3,Southpaw,182.88,187.96,170,2,0,0,53,546.84,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,24,34,1
Karolina Kowalkiewicz,Jodie Esquibel,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,2,0,0,15,876.6,1,0,1,2,0,0,0,3,Orthodox,160.02,162.56,115,31,32,0
Jan Blachowicz,Devin Clark,0,2,0,7,699,0,0,0,2,0,0,0,2,Orthodox,182.88,190.5,205,2,0,0,16,769.6666667,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205,27,34,0
Oskar Piechota,Jonathan Wilson,2,0,0,6,500.3333333,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,185,30,27,0
Marcin Held,Nasrat Haqparast,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,3,0,0,9,802.3333333,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,22,25,0
Damian Stasiak,Brian Kelleher,1,0,0,2,123,0,0,0,0,0,1,0,1,Switch,167.64,167.64,135,1,0,0,10,678,0,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135,31,27,1
Sam Alvey,Ramazan Emeev,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,170,0,1,0,25,558.0833333,0,0,1,2,4,1,0,8,Southpaw,187.96,190.5,205,30,31,1
Artem Lobov,Andre Fili,1,0,0,18,586.75,0,0,0,2,2,0,0,4,Orthodox,180.34,187.96,145,1,0,0,17,1020,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145,27,31,1
Salim Touahri,Warlley Alves,2,0,0,15,660.3333333,1,0,0,1,0,3,0,4,Orthodox,180.34,182.88,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,26,28,1
Lina Lansberg,Aspen Ladd,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,1,0,5,674.5,0,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,22,35,1
Felipe Arantes,Josh Emmett,1,0,0,9,900,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,145,1,0,0,25,717.2,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,32,29,1
Tony Ferguson,Kevin Lee,0,5,0,23,588,0,0,1,3,1,4,0,9,Orthodox,175.26,195.58,170,0,9,0,28,586.4615385,1,0,1,3,2,5,1,12,Orthodox,180.34,193.04,155,25,33,0
Demetrious Johnson,Ray Borg,0,2,0,19,773.2857143,0,0,0,3,0,2,0,5,Orthodox,162.56,160.02,135,0,12,0,59,1072.3125,12,0,1,7,2,4,0,14,Orthodox,160.02,167.64,125,24,31,0
Fabricio Werdum,Walt Harris,0,2,0,13,462.4285714,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,1,0,0,30,614.6923077,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231,34,40,0
Mara Romero Borella,Kalindra Faria,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,170.18,,125,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,31,31,0
